Semana,ABDON BATISTA,ABELARDO LUZ,AGROLÂNDIA,AGRONÔMICA,ALFREDO WAGNER,ALTO BELA VISTA,ANCHIETA,ANGELINA,ANITA GARIBALDI,ANITÁPOLIS,ANTÔNIO CARLOS,APIÚNA,ARABUTÃ,ARAQUARI,ARARANGUÁ,ARMAZÉM,ARROIO TRINTA,ARVOREDO,ASCURRA,ATALANTA,AURORA,BALNEÁRIO ARROIO DO SILVA,BALNEÁRIO BARRA DO SUL,BALNEÁRIO CAMBORIÚ,BALNEÁRIO GAIVOTA,BALNEÁRIO PIÇARRAS,BALNEÁRIO RINCÃO,BANDEIRANTE,BARRA BONITA,BARRA VELHA,BELA VISTA DO TOLDO,BELMONTE,BENEDITO NOVO,BIGUAÇU,BLUMENAU,BOCAINA DO SUL,BOM JESUS,BOM JESUS DO OESTE,BOM RETIRO,BOMBINHAS,BOTUVERÁ,BRAÇO DO NORTE,BRAÇO DO TROMBUDO,BRUNÓPOLIS,BRUSQUE,CAIBI,CAMBORIÚ,CAMPO ALEGRE,CAMPO ERÊ,CAMPOS NOVOS,CANELINHA,CANOINHAS,CAPINZAL,CAPIVARI DE BAIXO,CAPÃO ALTO,CATANDUVAS,CAXAMBU DO SUL,CAÇADOR,CELSO RAMOS,CHAPECÓ,COCAL DO SUL,CONCÓRDIA,CORDILHEIRA ALTA,CORONEL FREITAS,CORONEL MARTINS,CORREIA PINTO,CORUPÁ,CRICIÚMA,CUNHA PORÃ,CUNHATAÍ,CURITIBANOS,DESCANSO,DIONÍSIO CERQUEIRA,DONA EMMA,DOUTOR PEDRINHO,ENTRE RIOS,ERMO,ERVAL VELHO,FAXINAL DOS GUEDES,FLOR DO SERTÃO,FLORIANÓPOLIS,FORMOSA DO SUL,FORQUILHINHA,FRAIBURGO,GALVÃO,GAROPABA,GARUVA,GASPAR,GOVERNADOR CELSO RAMOS,GRAVATAL,GRÃO-PARÁ,GUABIRUBA,GUARACIABA,GUARAMIRIM,GUARUJÁ DO SUL,GUATAMBÚ,HERVAL D'OESTE,IBIAM,IBICARÉ,IBIRAMA,ILHOTA,IMARUÍ,IMBITUBA,IMBUIA,INDAIAL,IOMERÊ,IPIRA,IPORÃ DO OESTE,IPUAÇU,IPUMIRIM,IRACEMINHA,IRANI,IRATI,IRINEÓPOLIS,ITAIÓPOLIS,ITAJAÍ,ITAPEMA,ITAPIRANGA,ITAPOÁ,ITUPORANGA,ITÁ,IÇARA,JABORÁ,JACINTO MACHADO,JAGUARUNA,JARAGUÁ DO SUL,JARDINÓPOLIS,JOAÇABA,JOINVILLE,JOSÉ BOITEUX,JUPIÁ,LACERDÓPOLIS,LAGES,LAGUNA,LAJEADO GRANDE,LAURENTINO,LAURO MÜLLER,LEBON RÉGIS,LINDÓIA DO SUL,LONTRAS,LUIZ ALVES,LUZERNA,MACIEIRA,MAFRA,MAJOR GERCINO,MAJOR VIEIRA,MARACAJÁ,MARAVILHA,MAREMA,MASSARANDUBA,MATOS COSTA,MELEIRO,MIRIM DOCE,MODELO,MONDAÍ,MONTE CARLO,MONTE CASTELO,MORRO DA FUMAÇA,MORRO GRANDE,NAVEGANTES,NOVA ERECHIM,NOVA ITABERABA,NOVA TRENTO,NOVA VENEZA,NOVO HORIZONTE,ORLEANS,OTACÍLIO COSTA,OURO,OURO VERDE,PAIAL,PAINEL,PALHOÇA,PALMA SOLA,PALMITOS,PAPANDUVA,PARAÍSO,PASSO DE TORRES,PASSOS MAIA,PAULO LOPES,PEDRAS GRANDES,PENHA,PERITIBA,PESCARIA BRAVA,PETROLÂNDIA,PINHALZINHO,PINHEIRO PRETO,PIRATUBA,PLANALTO ALEGRE,POMERODE,PONTE ALTA DO NORTE,PONTE SERRADA,PORTO BELO,PORTO UNIÃO,POUSO REDONDO,PRAIA GRANDE,PRESIDENTE CASTELLO BRANCO,PRESIDENTE GETÚLIO,PRESIDENTE NEREU,PRINCESA,QUILOMBO,RIO DAS ANTAS,RIO DO CAMPO,RIO DO OESTE,RIO DO SUL,RIO DOS CEDROS,RIO FORTUNA,RIO NEGRINHO,RIQUEZA,RODEIO,ROMELÂNDIA,SALETE,SALTINHO,SALTO VELOSO,SANGÃO,SANTA CECÍLIA,SANTA HELENA,SANTA ROSA DO SUL,SANTA TEREZINHA,SANTA TEREZINHA DO PROGRESSO,SANTIAGO DO SUL,SANTO AMARO DA IMPERATRIZ,SAUDADES,SCHROEDER,SEARA,SERRA ALTA,SIDERÓPOLIS,SOMBRIO,SUL BRASIL,SÃO BENTO DO SUL,SÃO BERNARDINO,SÃO BONIFÁCIO,SÃO CARLOS,SÃO CRISTÓVÃO DO SUL,SÃO DOMINGOS,SÃO FRANCISCO DO SUL,SÃO JOSÉ,SÃO JOSÉ DO CEDRO,SÃO JOSÉ DO CERRITO,SÃO JOÃO BATISTA,SÃO JOÃO DO ITAPERIÚ,SÃO JOÃO DO OESTE,SÃO JOÃO DO SUL,SÃO LOURENÇO DO OESTE,SÃO LUDGERO,SÃO MARTINHO,SÃO MIGUEL DA BOA VISTA,SÃO MIGUEL DO OESTE,SÃO PEDRO DE ALCÂNTARA,TAIÓ,TANGARÁ,TIGRINHOS,TIJUCAS,TIMBÓ,TIMBÓ GRANDE,TREVISO,TREZE DE MAIO,TREZE TÍLIAS,TROMBUDO CENTRAL,TRÊS BARRAS,TUBARÃO,TUNÁPOLIS,TURVO,UNIÃO DO OESTE,URUSSANGA,VARGEM,VARGEM BONITA,VARGEÃO,VIDAL RAMOS,VIDEIRA,WITMARSUM,XANXERÊ,XAVANTINA,XAXIM,ZORTÉA,ÁGUA DOCE,ÁGUAS DE CHAPECÓ,ÁGUAS FRIAS,ÁGUAS MORNAS,SÃO CRISTOVÃO DO SUL,GRÃO PARÁ,SANTA ROSA DE LIMA,VITOR MEIRELES,HERVAL D`OESTE,LAURO MULLER,PRESIDENTE CASTELO BRANCO
2023-01-29,0,9,0,0,0,0,0,0,0,0,0,0,1,43,0,0,0,0,0,0,0,0,8,23,0,50,0,2,1,7,0,1,0,33,135,0,0,0,0,13,3,0,0,0,77,9,38,0,1,1,3,0,0,0,0,0,0,8,0,21,0,17,7,2,0,0,4,0,12,2,0,0,2,0,0,0,0,4,0,0,211,0,0,0,0,1,9,18,11,0,1,9,5,15,3,3,6,0,0,1,7,0,3,0,28,0,2,3,3,3,0,3,1,0,0,17,51,0,4,0,3,1,1,1,0,77,0,4,353,0,1,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,4,0,1,0,0,0,0,16,0,0,0,0,9,9,0,5,0,1,1,0,1,2,0,0,78,3,21,0,2,2,0,1,0,13,3,0,1,9,0,4,1,2,0,2,22,5,0,0,1,0,0,2,10,0,0,2,2,0,0,0,4,3,7,0,0,4,0,0,0,0,0,0,4,3,0,2,18,0,0,10,1,1,0,0,7,0,4,41,147,8,0,28,0,1,0,3,7,0,0,20,0,0,0,1,15,7,0,0,0,0,0,0,10,0,0,3,0,0,0,2,0,3,0,25,5,17,3,5,5,0,1,0,0,0,0,0,0,0
2023-02-05,0,8,0,0,0,1,0,0,0,0,0,0,2,54,0,0,1,0,0,0,0,0,30,25,6,55,0,1,1,7,0,0,2,60,145,0,0,1,0,14,1,0,0,0,82,5,14,0,3,2,10,0,0,0,0,4,2,11,1,11,0,31,5,1,2,0,3,2,5,1,0,2,0,0,0,0,0,9,1,0,350,0,0,2,0,0,14,21,18,0,2,9,10,21,5,0,9,0,0,1,8,0,2,0,48,0,3,1,4,2,1,2,0,0,0,20,56,2,5,0,2,1,2,1,0,84,2,9,438,0,2,0,0,1,0,1,0,0,4,0,0,0,0,1,0,0,1,11,0,5,0,0,0,4,31,0,0,0,0,35,2,4,3,0,2,0,0,0,1,4,0,112,3,30,0,9,0,0,0,0,20,3,0,0,6,0,0,3,3,0,4,29,10,1,0,1,1,0,3,10,1,0,0,4,0,0,1,4,1,11,0,0,2,0,0,0,0,0,1,2,9,4,0,9,2,0,29,1,7,0,0,8,0,7,67,159,1,0,14,0,1,0,11,7,1,0,40,0,0,0,2,22,10,0,0,0,0,7,0,4,0,0,4,0,0,0,2,1,0,0,22,7,27,1,1,10,0,3,0,0,0,0,0,0,0
2023-02-12,0,6,0,0,0,2,0,0,0,0,0,0,2,69,2,0,6,0,0,1,1,2,12,35,5,59,0,0,3,2,0,3,0,52,114,0,0,0,0,22,0,2,0,0,70,4,58,1,5,5,8,0,0,0,0,0,1,19,1,13,0,16,0,0,0,1,1,1,13,5,0,2,0,0,1,0,0,12,1,2,282,5,0,0,0,0,9,51,6,0,0,5,4,18,6,0,7,0,0,5,7,0,3,0,18,0,3,1,2,1,0,0,2,2,0,14,45,4,4,0,0,2,6,0,0,88,0,5,419,0,1,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,14,0,2,0,0,0,1,16,0,0,0,0,21,10,2,4,0,1,0,0,2,3,0,0,86,1,22,0,5,0,2,1,0,18,5,0,0,7,1,1,2,3,0,2,25,7,0,0,1,0,0,3,12,0,0,0,2,1,0,0,8,0,15,0,0,0,0,0,4,0,0,1,3,8,10,3,14,0,0,27,0,0,0,0,16,0,4,44,163,3,0,27,0,1,0,3,10,0,0,22,0,1,0,2,11,12,0,0,0,0,7,0,4,0,0,0,0,0,0,1,1,2,0,38,4,20,0,1,4,0,0,0,0,0,0,0,0,0
2023-02-19,0,7,0,0,0,2,0,0,0,0,0,0,3,78,6,0,0,0,0,2,0,0,3,21,2,38,0,0,2,9,0,0,0,28,133,0,4,0,0,11,1,1,0,0,51,5,3,0,1,0,5,0,0,0,0,3,0,11,0,14,0,27,7,0,0,1,2,0,4,3,0,0,0,0,0,0,0,10,0,0,117,0,0,0,2,0,10,21,0,0,0,5,2,37,5,1,5,0,0,2,5,0,3,0,45,0,6,0,4,2,0,0,1,0,0,8,37,6,0,0,2,7,1,0,0,95,1,8,210,0,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,11,0,0,0,0,27,3,0,7,0,0,0,0,1,1,0,0,83,2,26,0,2,0,0,0,0,14,3,0,0,12,0,1,0,2,0,3,28,6,2,0,5,0,0,1,9,0,0,0,2,2,0,2,3,0,6,0,0,0,0,0,0,0,0,0,1,10,0,0,8,0,0,36,2,6,0,0,0,0,7,0,155,3,0,14,0,2,0,14,6,0,0,28,0,1,0,1,5,10,0,0,0,0,4,0,5,0,0,5,0,0,0,0,1,1,0,16,5,34,3,6,10,0,0,0,0,0,0,0,0,0
2023-02-26,0,5,0,0,0,1,0,0,0,0,0,0,8,60,0,0,1,0,0,8,0,0,0,125,4,60,0,0,0,4,0,1,0,66,171,0,19,3,0,9,1,0,0,0,97,8,44,0,1,2,0,0,0,0,0,0,10,23,0,23,0,16,29,15,3,0,3,1,30,3,0,0,4,0,0,0,0,14,0,0,312,0,0,1,0,0,17,28,3,0,0,2,8,11,3,1,4,0,0,2,3,0,0,1,26,0,0,0,3,2,1,0,3,0,0,100,73,7,5,0,2,2,3,0,0,25,3,21,551,0,1,0,0,1,0,1,0,0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,48,13,0,0,0,0,92,12,2,5,0,2,0,0,0,3,4,0,94,6,25,0,6,0,0,2,0,14,3,1,0,8,1,0,4,2,0,4,58,18,2,0,3,0,0,2,8,0,0,0,8,0,0,0,9,0,23,0,10,1,0,0,0,1,1,5,2,9,3,0,3,0,0,26,2,4,0,0,3,0,5,2,179,1,0,27,0,1,3,12,5,0,13,21,0,1,0,0,11,5,0,0,0,0,5,1,7,2,1,2,0,0,0,0,1,1,0,21,0,19,2,1,5,0,2,0,0,0,0,0,0,0
2023-03-05,0,16,0,0,0,15,2,0,0,0,0,0,10,3,17,0,2,0,2,2,1,1,3,62,6,34,0,0,1,0,0,2,0,68,182,0,7,0,0,54,0,1,0,0,93,18,149,0,1,1,13,0,3,1,0,3,2,39,0,405,0,8,0,6,3,0,4,3,7,2,0,0,2,0,0,0,1,20,1,0,274,17,0,0,8,0,8,29,3,0,0,3,1,4,4,8,2,0,0,3,2,0,2,0,10,0,1,0,13,0,6,0,2,0,0,201,15,7,7,0,0,6,1,1,0,14,5,28,311,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,22,0,2,0,0,0,0,8,0,0,0,0,62,6,3,6,0,1,0,0,1,1,11,0,124,11,9,0,4,1,1,1,0,16,15,0,0,9,0,0,6,1,0,3,5,17,1,0,4,0,0,0,23,0,0,0,5,1,0,1,29,0,10,0,3,2,0,0,1,1,1,0,0,3,17,0,0,9,0,11,6,1,13,0,10,0,10,4,98,8,0,19,0,0,0,19,7,0,5,25,0,0,0,3,20,0,0,0,0,0,4,0,8,3,0,12,0,0,0,0,2,1,0,102,0,60,1,1,9,14,1,0,0,0,0,0,0,0
2023-03-12,0,25,0,0,0,0,2,0,0,0,0,0,0,69,7,0,7,4,2,1,0,1,0,46,2,4,0,1,1,0,0,2,1,99,48,0,6,0,1,40,2,0,0,0,40,0,68,1,1,5,4,1,9,1,0,7,2,6,0,52,0,2,7,2,2,0,2,2,13,16,0,1,0,0,0,3,0,12,1,0,282,0,0,2,1,4,5,25,11,0,1,0,7,8,0,0,6,0,1,2,7,0,0,0,37,0,30,0,3,0,4,0,8,0,0,2,67,0,6,0,0,2,0,0,0,8,0,1,428,0,3,1,0,1,2,0,0,0,0,0,0,5,0,1,0,0,0,0,0,4,0,0,0,3,9,0,0,0,0,1,6,2,3,0,4,0,0,5,6,0,0,145,2,3,6,1,0,0,0,0,12,0,0,0,21,1,0,4,5,0,0,40,7,1,1,0,0,0,0,12,0,0,0,8,0,0,1,1,0,8,0,0,1,0,0,0,1,0,2,0,9,3,2,12,2,0,25,0,7,1,0,4,0,1,7,92,2,0,25,0,1,0,0,15,0,0,9,0,0,0,5,11,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,1,0,24,1,34,0,0,34,0,1,0,0,0,0,0,0,0
2023-03-19,0,0,0,0,0,0,0,0,0,1,0,0,2,71,6,0,3,2,0,2,0,0,0,30,5,39,0,0,0,8,0,1,0,63,6,0,7,2,3,11,0,4,0,0,29,8,26,1,3,6,6,0,16,1,0,5,2,15,1,52,0,21,2,2,1,0,1,0,9,2,1,0,0,0,0,0,0,4,2,1,134,0,1,0,0,7,5,8,36,0,0,12,8,13,8,1,5,0,0,8,6,0,2,0,17,0,2,0,1,3,1,0,5,1,0,6,30,3,4,0,3,5,0,0,0,51,2,5,395,0,1,0,0,0,0,0,0,0,6,0,0,6,0,2,0,0,0,30,0,3,0,0,0,3,0,0,0,0,0,37,6,4,2,0,0,0,0,3,6,0,0,88,1,20,2,1,3,0,0,0,23,2,0,0,0,0,3,0,5,0,0,41,11,5,0,0,0,0,0,7,0,0,0,2,0,0,0,7,1,3,0,0,5,0,0,0,0,0,2,2,5,8,3,16,2,0,28,2,0,1,0,2,0,12,5,84,1,0,12,2,1,0,4,6,0,0,43,0,0,0,0,15,8,0,0,0,0,8,0,7,0,0,1,0,0,0,1,1,2,0,43,4,29,4,0,0,0,0,0,0,0,0,0,0,0
2023-03-26,0,6,0,0,0,0,2,0,0,2,1,1,3,65,11,0,3,2,0,2,0,1,27,36,5,56,0,2,2,3,0,4,0,75,107,0,5,2,0,14,3,1,0,0,21,13,59,0,5,2,2,0,23,0,0,6,1,12,3,58,0,18,6,6,1,0,2,5,12,4,0,1,6,0,0,0,0,4,0,1,199,0,0,0,0,2,17,35,27,0,0,9,14,7,7,4,3,0,0,5,9,0,7,0,24,0,6,1,4,3,0,0,0,1,0,21,36,7,9,2,1,5,9,0,0,109,3,17,417,0,2,0,0,0,0,0,0,0,5,1,0,12,0,0,0,0,2,4,1,1,0,0,1,0,12,0,0,1,0,20,2,0,6,0,2,0,0,1,2,5,0,92,0,29,1,1,15,0,0,0,31,8,0,0,11,0,3,2,3,0,5,14,15,2,0,0,0,0,6,12,0,0,0,1,0,0,0,3,3,11,0,2,0,0,1,1,0,0,0,3,13,13,4,24,0,2,57,2,7,1,0,19,0,6,44,92,4,0,24,1,1,0,12,12,0,3,13,0,0,0,0,26,6,0,0,0,0,0,0,5,0,0,4,0,0,0,0,1,3,0,35,9,33,1,9,6,1,1,0,0,0,0,0,0,0
2023-04-02,0,5,0,0,0,0,3,0,0,0,0,0,2,66,5,0,0,1,2,0,1,6,9,19,8,47,0,0,0,4,0,2,0,41,145,0,0,0,0,11,1,0,0,0,9,3,13,1,2,1,8,0,0,2,0,2,4,15,0,37,0,26,6,4,4,0,3,1,5,2,0,1,0,0,0,0,0,7,3,0,87,0,0,2,6,2,17,29,23,0,0,18,9,14,6,0,7,0,0,4,3,0,3,0,43,2,2,0,2,3,3,0,3,0,0,22,35,3,6,2,5,4,0,0,0,69,1,19,385,0,2,1,0,0,3,0,0,0,2,0,0,3,0,0,0,0,0,5,0,2,0,0,0,8,22,0,0,0,0,10,4,0,2,0,4,5,0,2,0,0,0,63,4,27,5,7,6,0,0,0,15,4,0,0,9,0,2,4,3,0,4,27,11,5,0,1,0,0,2,3,0,0,0,9,0,0,1,7,0,2,0,0,2,0,0,1,0,0,1,0,14,9,1,6,0,0,32,2,8,1,0,3,0,7,41,41,4,0,8,0,0,0,11,1,0,4,26,0,0,0,5,8,2,0,0,0,0,4,1,4,0,0,2,0,0,0,4,1,1,0,34,4,28,4,5,6,0,2,0,0,0,0,0,0,0
2023-04-09,0,6,0,0,0,0,4,0,0,0,6,0,2,43,8,0,3,0,1,2,0,2,23,33,15,56,0,0,3,4,0,1,0,55,142,0,7,0,0,18,2,2,0,0,27,7,49,0,4,9,1,2,12,0,0,9,3,7,2,40,0,15,2,2,1,0,0,2,5,5,0,2,1,0,0,0,0,16,1,0,164,0,0,0,2,0,10,28,21,0,0,10,7,11,5,0,6,0,0,2,12,0,8,0,15,1,6,0,2,3,1,0,3,0,0,22,46,9,8,0,1,0,1,1,0,81,0,29,410,0,3,1,0,0,2,0,0,0,4,0,0,4,0,0,0,0,0,6,0,2,0,0,2,0,9,0,0,0,0,1,5,0,5,0,0,1,0,0,4,2,0,61,3,28,1,4,5,0,1,0,29,3,0,0,9,0,1,2,3,0,1,33,16,4,0,2,0,0,2,25,1,0,0,1,0,0,0,5,1,9,0,1,1,0,0,3,0,0,0,0,16,6,1,14,0,1,48,1,2,0,0,8,0,7,39,130,2,0,16,0,1,1,10,8,0,4,20,0,0,0,0,13,1,0,0,0,0,6,1,8,2,0,2,0,0,0,2,0,0,0,37,5,26,3,5,4,0,0,0,0,0,0,0,0,0
2023-04-16,0,8,0,0,0,0,4,0,0,0,4,0,0,73,9,0,0,0,0,2,0,6,21,24,7,43,0,2,2,12,0,5,0,66,96,0,2,1,0,9,2,3,0,0,40,6,8,0,4,19,3,4,13,0,0,2,0,26,0,39,0,9,3,3,1,0,2,3,6,4,0,2,0,0,0,0,0,8,7,1,217,2,0,1,3,0,8,30,21,0,0,7,9,7,6,2,10,0,0,8,5,0,4,0,14,0,0,0,3,3,2,0,2,2,0,20,36,4,11,0,1,6,4,1,0,97,0,7,369,0,1,0,0,0,0,0,1,0,5,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,13,0,0,0,0,0,4,0,3,0,0,0,0,1,4,2,0,30,2,21,2,2,7,0,0,0,13,2,0,0,18,0,5,2,1,0,0,28,9,3,0,5,0,0,0,9,0,0,0,1,0,0,0,5,1,4,0,0,1,0,0,1,0,0,0,0,11,4,0,1,0,0,58,2,1,2,0,6,0,5,46,163,2,0,18,0,0,0,12,10,0,12,23,0,0,0,0,3,9,0,0,0,0,5,0,6,2,0,5,0,0,0,0,0,1,0,32,8,23,2,4,4,0,1,0,0,0,0,0,0,0
2023-04-23,0,2,0,0,0,0,4,0,0,0,0,0,3,46,3,0,0,0,0,0,0,1,21,28,3,36,1,5,1,6,0,0,0,61,67,0,0,0,0,12,3,0,0,0,28,4,41,1,3,2,3,1,7,0,0,1,0,26,0,41,0,2,8,1,2,0,1,6,7,2,0,4,0,0,0,5,0,5,0,1,145,0,0,0,0,0,6,21,18,0,0,9,8,11,1,0,4,0,0,2,5,0,3,0,21,0,0,1,3,1,0,0,0,0,0,9,29,2,10,0,1,0,0,0,0,47,0,10,376,0,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,4,6,0,0,0,0,0,4,0,2,0,0,1,0,0,0,10,0,50,4,20,4,1,0,0,2,0,19,2,0,0,12,0,0,0,2,0,0,19,4,2,0,1,1,0,0,9,0,0,0,0,0,0,0,4,1,5,0,1,0,0,0,1,2,0,0,1,17,4,2,3,2,0,44,1,1,0,0,9,0,0,12,158,0,0,29,0,1,0,7,4,0,3,12,0,0,0,4,5,2,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,42,0,0,1,1,5,0,0,0,0,0,0,0,0,0
2023-04-30,0,5,0,0,0,0,2,0,0,0,10,2,2,53,4,0,0,0,2,0,0,1,22,23,9,32,0,1,1,10,0,1,0,51,124,0,5,0,0,14,1,0,0,0,20,3,8,0,1,1,7,0,14,0,0,0,0,2,0,22,0,5,5,3,1,0,4,2,2,1,0,2,0,0,0,0,0,1,2,0,148,4,0,0,1,2,11,27,37,0,0,2,0,4,1,0,2,0,0,0,5,0,4,0,18,0,3,0,2,4,0,0,3,0,0,15,34,2,14,0,2,0,3,1,0,69,1,9,390,0,1,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,59,1,17,0,1,2,0,4,0,12,3,0,0,11,0,5,0,9,1,0,14,4,2,0,0,0,0,0,6,0,0,0,8,0,0,0,4,2,5,1,2,1,0,0,0,1,0,0,0,4,3,6,1,1,0,42,2,2,0,0,0,0,4,7,107,0,0,18,0,0,0,7,4,0,0,14,0,0,0,2,8,3,0,0,0,7,3,1,3,0,0,3,0,0,8,0,1,1,0,27,2,4,1,1,5,0,0,0,0,0,0,0,0,0
2023-05-07,1,6,0,1,0,0,4,0,0,0,3,5,2,57,28,0,0,0,0,0,1,1,22,34,7,47,0,1,1,7,0,0,0,79,125,0,5,0,0,11,1,0,0,0,51,2,64,0,1,2,6,2,20,0,0,4,3,12,0,22,0,7,11,0,0,0,4,3,6,5,0,3,1,0,0,0,0,11,0,0,192,0,0,3,0,0,8,30,27,2,0,7,7,19,3,1,5,0,0,3,3,0,14,0,21,0,1,0,2,4,0,0,2,1,0,17,34,6,14,0,3,1,4,1,1,72,0,16,450,0,1,0,0,1,0,0,0,0,2,0,0,5,0,0,1,0,0,4,0,2,0,0,1,1,9,0,1,0,0,0,9,2,5,0,3,4,0,1,1,0,0,52,2,22,0,3,4,0,4,0,19,4,0,0,17,0,9,0,1,0,0,26,7,1,0,0,1,0,2,11,0,0,0,8,0,0,0,4,1,6,0,0,1,0,0,0,0,0,0,1,21,6,3,7,0,0,42,2,3,2,0,8,0,9,15,128,0,0,32,0,7,0,12,7,0,3,29,0,0,0,1,10,1,0,0,0,0,2,1,8,2,0,1,0,0,6,0,0,1,0,37,3,11,3,2,5,6,1,0,0,0,0,0,0,0
2023-05-14,5,0,0,0,0,0,0,0,0,0,1,1,0,51,7,0,0,0,0,0,0,1,18,14,6,16,0,0,0,4,0,0,0,42,43,0,3,1,0,16,3,2,0,0,12,2,8,0,0,0,4,1,3,0,0,1,1,5,0,25,0,0,1,1,1,0,2,2,2,0,0,0,12,0,0,2,0,7,0,3,80,1,0,0,2,0,13,22,19,0,0,4,3,12,0,0,3,0,0,2,3,0,3,0,11,0,0,1,0,0,0,0,1,1,0,9,12,1,11,0,0,3,0,0,0,42,1,6,364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,40,2,8,0,0,1,0,2,0,10,1,0,0,1,0,0,0,3,0,1,15,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,14,7,1,1,0,0,22,0,2,1,0,2,0,0,13,58,1,0,16,0,0,0,1,6,0,0,5,0,0,0,1,4,3,0,0,0,0,1,0,6,0,0,1,0,0,5,4,0,0,0,11,0,0,2,0,1,3,0,0,0,0,0,0,0,0
2023-05-21,0,0,0,0,0,0,0,0,0,0,1,0,1,31,6,0,0,0,0,0,0,0,12,18,1,14,0,0,0,3,0,0,0,27,75,0,5,1,0,9,0,0,0,0,7,2,11,0,1,0,6,0,3,0,0,1,0,15,0,18,0,1,1,0,0,0,1,1,4,0,0,1,1,0,0,5,0,2,1,0,73,2,0,0,0,0,2,11,29,0,1,2,0,3,0,0,1,0,1,3,7,0,4,0,6,0,4,0,2,1,0,0,1,0,0,8,16,2,5,0,0,1,0,0,0,34,0,3,315,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,1,1,1,0,52,0,3,0,1,5,0,0,0,8,1,0,0,2,0,0,1,0,0,0,14,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,8,2,2,1,0,0,29,0,2,0,0,2,0,0,10,75,0,0,9,0,0,0,2,1,0,1,8,0,0,0,1,7,1,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,1,2,0,0,0,0,0,0,0,0
2023-05-28,0,5,0,0,0,0,1,0,0,0,3,0,0,45,4,0,0,0,0,0,0,6,15,18,4,24,0,0,0,9,0,1,0,38,74,0,2,1,0,15,0,0,0,0,12,7,0,0,2,0,5,0,5,0,0,1,0,8,0,10,0,2,2,0,0,0,1,3,2,2,1,2,0,0,0,0,0,5,1,0,85,1,0,0,0,4,4,18,33,0,0,3,5,9,3,2,3,0,1,2,5,2,3,0,9,0,0,3,3,2,3,0,0,0,0,10,10,2,11,0,1,2,1,0,0,57,3,4,354,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,0,0,0,1,0,3,0,0,0,0,0,3,1,0,58,0,17,0,0,3,0,2,0,15,1,0,0,8,0,1,2,3,0,0,21,1,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,16,3,1,0,0,0,28,0,1,0,0,4,0,0,43,78,1,0,20,0,0,0,0,1,0,2,17,0,0,0,1,6,5,0,0,0,0,1,0,3,0,0,1,0,0,2,0,0,0,0,20,0,11,0,2,6,2,0,0,0,0,0,0,0,0
2023-06-04,0,0,0,0,0,0,1,0,0,0,0,0,0,39,0,0,0,0,0,0,0,7,16,13,6,16,0,0,0,0,0,0,0,37,54,0,1,0,0,18,0,0,0,0,3,2,30,1,1,1,0,0,6,0,0,2,1,4,0,5,0,3,2,3,0,0,1,0,1,1,0,0,0,0,0,4,0,0,0,0,73,0,0,0,0,0,6,13,5,0,0,4,1,9,0,0,0,0,0,0,5,1,3,0,9,0,0,0,4,2,0,0,0,0,0,8,10,6,12,0,0,0,1,0,0,59,0,3,263,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,9,0,0,0,0,9,3,0,1,0,0,0,0,0,1,0,0,33,0,9,0,0,1,0,0,0,5,0,0,0,8,0,0,1,2,0,0,13,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,2,5,0,1,0,0,23,0,0,0,0,2,0,0,40,51,0,0,14,0,0,0,1,2,0,2,13,0,0,0,3,6,1,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,19,1,0,1,1,5,0,0,0,0,0,0,0,0,0
